nome_munic;codigo_ibge;dia;mes;datahora;casos;casos_novos;casos_pc;casos_mm7d;obitos;obitos_novos;obitos_pc;obitos_mm7d;letalidade;nome_ra;cod_ra;nome_drs;cod_drs;pop;pop_60;area;map_leg;map_leg_s;latitude;longitude
São Sebastião;3550704;28;3;2020-03-28;    2;   0;   2,2952889; 173,1428571;   0;  0; 0,00000000; 10,8571429;0,000000000;RA de São José dos Campos;15;Taubaté;17;   87135;  10052;  4024;<10;7;-23.7951;-45.4143
Sorocaba;3552205;28;3;2020-03-28;    3;   2;   0,4555484; 169,1428571;   1;  1; 0,15184945; 11,0000000;0,333333333;RA de Sorocaba;13;Sorocaba; 6;  658547;  96498; 45038;<10;7;-23.4969;-47.4451
Suzano;3552502;28;3;2020-03-28;    1;   0;   0,3436402; 165,8571429;   0;  0; 0,00000000; 11,0000000;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  291002;  37156; 20624;<10;7;-23.5448;-46.3112
Taboão da Serra;3552809;28;3;2020-03-28;    3;   1;   1,0568181; 166,1428571;   1;  0; 0,35227269; 11,1428571;0,333333333;RM de São Paulo;10;Grande São Paulo;10;  283871;  32713;  2039;<10;7;-23.6019;-46.7526
Tatuí;3554003;28;3;2020-03-28;    1;   0;   0,8324800; 165,7142857;   0;  0; 0,00000000; 11,1428571;0,000000000;RA de Sorocaba;13;Sorocaba; 6;  120123;  17470; 52375;<10;7;-23.3487;-47.8461
Taubaté;3554102;28;3;2020-03-28;    1;   0;   0,3253503;   1,7142857;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de São José dos Campos;15;Taubaté;17;  307361;  47104;   625;<10;7;-23.0104;-45.5593
Valinhos;3556206;28;3;2020-03-28;    1;   0;   0,8016546;   1,7142857;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Campinas; 4;Campinas; 3;  124742;  20141; 14854;<10;7;-22.9698;-46.9974
Vargem Grande Paulista;3556453;28;3;2020-03-28;    2;   0;   3,7906069;   1,7142857;   1;  0; 1,89530344;  0,4285714;0,500000000;RM de São Paulo;10;Grande São Paulo;10;   52762;   6337;  4249;<10;7;-23.5993;-47.022
Arujá;3503901;29;3;2020-03-29;    1;   0;   1,1142806;   7,5714286;   0;  0; 0,00000000;  0,2857143;0,000000000;RM de São Paulo;10;Grande São Paulo;10;   89744;  10776;  9617;<10;7;-23.3965;-46.32
Barueri;3505708;29;3;2020-03-29;    5;   0;   1,8911457;   8,1428571;   0;  0; 0,00000000;  0,2857143;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  264390;  29409;   657;<10;7;-23.5057;-46.879
Caieiras;3509007;29;3;2020-03-29;    2;   0;   1,9878345;   8,2857143;   0;  0; 0,00000000;  0,2857143;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  100612;  12059;  9764;<10;7;-23.3607;-46.7397
Cajamar;3509205;29;3;2020-03-29;    1;   0;   1,2882116;   8,1428571;   0;  0; 0,00000000;  0,1428571;0,000000000;RM de São Paulo;10;Grande São Paulo;10;   77627;   7690; 13139;<10;7;-23.355;-46.8781
Campinas;3509502;29;3;2020-03-29;   10;   2;   0,8507011;   7,2857143;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de Campinas; 4;Campinas; 3; 1175501; 192796; 79457;<25;6;-22.9053;-47.0659
Carapicuíba;3510609;29;3;2020-03-29;    2;   0;   0,5068449;   3,5714286;   0;  0; 0,00000000;  0,1428571;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  394598;  50996;  3455;<10;7;-23.5235;-46.8407
Cotia;3513009;29;3;2020-03-29;    6;   0;   2,4249871;   3,8571429;   0;  0; 0,00000000;  0,0000000;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  247424;  28357; 32399;<10;7;-23.6022;-46.919
Diadema;3513801;29;3;2020-03-29;    2;   0;   0,4944657;   4,0000000;   0;  0; 0,00000000;  0,0000000;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  404477;  47787;  3073;<10;7;-23.6813;-46.6205
Embu das Artes;3515004;29;3;2020-03-29;    3;   0;   1,1078696;   3,7142857;   1;  0; 0,36928986;  0,1428571;0,333333333;RM de São Paulo;10;Grande São Paulo;10;  270790;  29639;   704;<10;7;-23.6437;-46.8579
Ferraz de Vasconcelos;3515707;29;3;2020-03-29;    3;   0;   1,5541062;   3,8571429;   0;  0; 0,00000000;  0,1428571;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  193037;  21049;  2956;<10;7;-23.5411;-46.371
Guarulhos;3518800;29;3;2020-03-29;   14;   0;   1,0360585;   5,7142857;   2;  0; 0,14800836;  0,4285714;0,142857143;RM de São Paulo;10;Grande São Paulo;10; 1351275; 162662; 31868;<25;6;-23.4538;-46.5333
Hortolândia;3519071;29;3;2020-03-29;    1;   0;   0,4342766;   4,4285714;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de Campinas; 4;Campinas; 3;  230268;  26129;  6242;<10;7;-22.8529;-47.2143
Iracemápolis;3521408;29;3;2020-03-29;    1;   0;   4,2276148;   4,2857143;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de Campinas; 4;Piracicaba;11;   23654;   3298; 11512;<10;7;-22.5832;-47.523
Itapevi;3522505;29;3;2020-03-29;    1;   0;   0,4206736;   3,5714286;   0;  0; 0,00000000;  0,4285714;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  237714;  23105;  8266;<10;7;-23.5488;-46.9327
Itupeva;3524006;29;3;2020-03-29;    1;   0;   1,6903599;   3,4285714;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de Campinas; 4;Campinas; 3;   59159;   6478; 20082;<10;7;-23.1526;-47.0593
Jaguariúna;3524709;29;3;2020-03-29;    1;   0;   1,8232205;   3,1428571;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Campinas; 4;Campinas; 3;   54848;   7339; 14139;<10;7;-22.7037;-46.9851
Jandira;3525003;29;3;2020-03-29;    1;   0;   0,8090419;   2,8571429;   0;  0; 0,00000000;  0,2857143;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  123603;  13416;  1745;<10;7;-23.5275;-46.9023
Jundiaí;3525904;29;3;2020-03-29;    3;   0;   0,7370718;   1,2857143;   0;  0; 0,00000000;  0,0000000;0,000000000;RA de Campinas; 4;Campinas; 3;  407016;  69839; 43121;<10;7;-23.1852;-46.8974
Louveira;3527306;29;3;2020-03-29;    1;   0;   2,0717660;   1,2857143;   0;  0; 0,00000000;  0,0000000;0,000000000;RA de Campinas; 4;Campinas; 3;   48268;   4812;  5513;<10;7;-23.0856;-46.9484
Mairiporã;3528502;29;3;2020-03-29;    2;   0;   2,0279451;   1,4285714;   0;  0; 0,00000000;  0,0000000;0,000000000;RM de São Paulo;10;Grande São Paulo;10;   98622;  13203;  3207;<10;7;-23.3171;-46.5897
Mauá;3529401;29;3;2020-03-29;    2;   0;   0,4346579;   1,5714286;   0;  0; 0,00000000;  0,0000000;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  460132;  57797;  6191;<10;7;-23.6677;-46.4613
Mogi das Cruzes;3530607;29;3;2020-03-29;    9;   0;   2,0789781;   2,7142857;   0;  0; 0,00000000;  0,0000000;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  432905;  60748; 71254;<10;7;-23.5208;-46.1854
Osasco;3534401;29;3;2020-03-29;   12;   2;   1,7622077;   4,2857143;   0;  0; 0,00000000;  0,0000000;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  680964;  93147;  6495;<25;6;-23.5324;-46.7916
Paulínia;3536505;29;3;2020-03-29;    1;   0;   0,9520455;   4,2857143;   0;  0; 0,00000000;  0,0000000;0,000000000;RA de Campinas; 4;Campinas; 3;  105037;  12690; 13878;<10;7;-22.7542;-47.1488
Penápolis;3537305;29;3;2020-03-29;    1;   0;   1,6454405;   4,0000000;   0;  0; 0,00000000;  0,0000000;0,000000000;RA de Araçatuba; 1;Araçatuba; 7;   60774;  11490; 71132;<10;7;-21.4148;-50.0769
Piracicaba;3538709;29;3;2020-03-29;    1;   0;   0,2564938;   4,0000000;   0;  0; 0,00000000;  0,0000000;0,000000000;RA de Campinas; 4;Piracicaba;11;  389873;  64835;137807;<10;7;-22.7338;-47.6476
Poá;3539806;29;3;2020-03-29;    1;   0;   0,8655161;   3,8571429;   0;  0; 0,00000000;  0,0000000;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  115538;  15261;  1726;<10;7;-23.5333;-46.3473
Porto Feliz;3540606;29;3;2020-03-29;    1;NA;   1,9343482;   3,7142857;   0;NA; 0,00000000;  0,0000000;0,000000000;RA de Sorocaba;13;Sorocaba; 6;   51697;   8064; 55671;<10;7;-23.2093;-47.5251
Ribeirão Pires;3543303;29;3;2020-03-29;    1;   0;   0,8405622;   2,5714286;   0;  0; 0,00000000;  0,0000000;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  118968;  19424;  9908;<10;7;-23.7067;-46.4058
Ribeirão Preto;3543402;29;3;2020-03-29;    3;   0;   0,4387395;   1,2857143;   1;  0; 0,14624651;  0,1428571;0,333333333;RA de Ribeirão Preto;11;Ribeirão Preto; 1;  683777; 110330; 65092;<10;7;-21.1699;-47.8099
Rio Claro;3543907;29;3;2020-03-29;    1;   0;   0,4969883;   1,2857143;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de Campinas; 4;Piracicaba;11;  201212;  33922; 49842;<10;7;-22.3984;-47.5546
Santana de Parnaíba;3547304;29;3;2020-03-29;    7;   0;   5,0676165;   2,1428571;   0;  0; 0,00000000;  0,1428571;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  138132;  16604; 17995;<10;7;-23.4439;-46.9178
Santo André;3547809;29;3;2020-03-29;   40;   3;   5,7647935;   7,7142857;   0;  0; 0,00000000;  0,1428571;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  693867; 123293; 17578;<50;5;-23.6737;-46.5432
Santos;3548500;29;3;2020-03-29;    1;   0;   0,2332617;   7,7142857;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de Santos;12;Baixada Santista;13;  428703;  95433; 28103;<10;7;-23.9535;-46.335
São Bernardo do Campo;3548708;29;3;2020-03-29;   33;   2;   4,0636090;  12,2857143;   1;  1; 0,12313967;  0,2857143;0,030303030;RM de São Paulo;10;Grande São Paulo;10;  812086; 122274; 40953;<50;5;-23.6914;-46.5646
São Caetano do Sul;3548807;29;3;2020-03-29;   26;   2;  17,1907646;  15,8571429;   0;  0; 0,00000000;  0,2857143;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  151244;  34932;  1533;<50;5;-23.6229;-46.5548
São José do Rio Preto;3549805;29;3;2020-03-29;    1;   0;   0,2232522;  15,5714286;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;  447924;  79391; 43194;<10;7;-20.8113;-49.3758
São José dos Campos;3549904;29;3;2020-03-29;    4;   0;   0,5628618;  16,0000000;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de São José dos Campos;15;Taubaté;17;  710654; 103840;109941;<10;7;-23.1896;-45.8841
São Paulo;3550308;29;3;2020-03-29; 1183;  34;   9,9665871; 184,0000000;  89; 13; 0,74981086; 12,8571429;0,075232460;RM de São Paulo;10;Grande São Paulo;10;11869660;1853286;152111;>150;1;-23.5329;-46.6395
São Pedro;3550407;29;3;2020-03-29;    1;   0;   2,9232928; 178,4285714;   0;  0; 0,00000000; 12,8571429;0,000000000;RA de Campinas; 4;Piracicaba;11;   34208;   6296; 61128;<10;7;-22.5483;-47.9096
São Sebastião;3550704;29;3;2020-03-29;    2;   0;   2,2952889; 178,5714286;   0;  0; 0,00000000; 12,8571429;0,000000000;RA de São José dos Campos;15;Taubaté;17;   87135;  10052;  4024;<10;7;-23.7951;-45.4143
Sorocaba;3552205;29;3;2020-03-29;    3;   0;   0,4555484; 174,2857143;   1;  0; 0,15184945; 12,8571429;0,333333333;RA de Sorocaba;13;Sorocaba; 6;  658547;  96498; 45038;<10;7;-23.4969;-47.4451
Suzano;3552502;29;3;2020-03-29;    1;   0;   0,3436402; 170,7142857;   0;  0; 0,00000000; 12,8571429;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  291002;  37156; 20624;<10;7;-23.5448;-46.3112
Taboão da Serra;3552809;29;3;2020-03-29;    3;   0;   1,0568181; 171,0000000;   1;  0; 0,35227269; 13,0000000;0,333333333;RM de São Paulo;10;Grande São Paulo;10;  283871;  32713;  2039;<10;7;-23.6019;-46.7526
Tatuí;3554003;29;3;2020-03-29;    1;   0;   0,8324800; 170,5714286;   0;  0; 0,00000000; 13,0000000;0,000000000;RA de Sorocaba;13;Sorocaba; 6;  120123;  17470; 52375;<10;7;-23.3487;-47.8461
Taubaté;3554102;29;3;2020-03-29;    1;   0;   0,3253503;   1,7142857;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de São José dos Campos;15;Taubaté;17;  307361;  47104;   625;<10;7;-23.0104;-45.5593
Valinhos;3556206;29;3;2020-03-29;    1;   0;   0,8016546;   1,7142857;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Campinas; 4;Campinas; 3;  124742;  20141; 14854;<10;7;-22.9698;-46.9974
Vargem Grande Paulista;3556453;29;3;2020-03-29;    2;   0;   3,7906069;   1,7142857;   1;  0; 1,89530344;  0,4285714;0,500000000;RM de São Paulo;10;Grande São Paulo;10;   52762;   6337;  4249;<10;7;-23.5993;-47.022
Arujá;3503901;30;3;2020-03-30;    1;   0;   1,1142806;   7,4285714;   0;  0; 0,00000000;  0,2857143;0,000000000;RM de São Paulo;10;Grande São Paulo;10;   89744;  10776;  9617;<10;7;-23.3965;-46.32
Barueri;3505708;30;3;2020-03-30;    6;   1;   2,2693748;   8,1428571;   0;  0; 0,00000000;  0,2857143;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  264390;  29409;   657;<10;7;-23.5057;-46.879
Brodowski;3507803;30;3;2020-03-30;    1;NA;   4,1765861;   8,1428571;   0;NA; 0,00000000;  0,2857143;0,000000000;RA de Ribeirão Preto;11;Ribeirão Preto; 1;   23943;   3710; 27846;<10;7;-20.9845;-47.6572
Caieiras;3509007;30;3;2020-03-30;    3;   1;   2,9817517;   8,2857143;   0;  0; 0,00000000;  0,1428571;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  100612;  12059;  9764;<10;7;-23.3607;-46.7397
Cajamar;3509205;30;3;2020-03-30;    1;   0;   1,2882116;   6,1428571;   0;  0; 0,00000000;  0,1428571;0,000000000;RM de São Paulo;10;Grande São Paulo;10;   77627;   7690; 13139;<10;7;-23.355;-46.8781
Campinas;3509502;30;3;2020-03-30;   11;   1;   0,9357712;   3,8571429;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de Campinas; 4;Campinas; 3; 1175501; 192796; 79457;<25;6;-22.9053;-47.0659
Carapicuíba;3510609;30;3;2020-03-30;    3;   1;   0,7602674;   3,7142857;   0;  0; 0,00000000;  0,0000000;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  394598;  50996;  3455;<10;7;-23.5235;-46.8407
Cotia;3513009;30;3;2020-03-30;    6;   0;   2,4249871;   4,4285714;   0;  0; 0,00000000;  0,0000000;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  247424;  28357; 32399;<10;7;-23.6022;-46.919
Diadema;3513801;30;3;2020-03-30;    2;   0;   0,4944657;   3,8571429;   0;  0; 0,00000000;  0,0000000;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  404477;  47787;  3073;<10;7;-23.6813;-46.6205
Embu das Artes;3515004;30;3;2020-03-30;    3;   0;   1,1078696;   4,1428571;   1;  0; 0,36928986;  0,1428571;0,333333333;RM de São Paulo;10;Grande São Paulo;10;  270790;  29639;   704;<10;7;-23.6437;-46.8579
Ferraz de Vasconcelos;3515707;30;3;2020-03-30;    3;   0;   1,5541062;   4,1428571;   0;  0; 0,00000000;  0,1428571;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  193037;  21049;  2956;<10;7;-23.5411;-46.371
Guarulhos;3518800;30;3;2020-03-30;   14;   0;   1,0360585;   6,0000000;   2;  0; 0,14800836;  0,4285714;0,142857143;RM de São Paulo;10;Grande São Paulo;10; 1351275; 162662; 31868;<25;6;-23.4538;-46.5333
Hortolândia;3519071;30;3;2020-03-30;    1;   0;   0,4342766;   4,5714286;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de Campinas; 4;Campinas; 3;  230268;  26129;  6242;<10;7;-22.8529;-47.2143
Iracemápolis;3521408;30;3;2020-03-30;    1;   0;   4,2276148;   4,2857143;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de Campinas; 4;Piracicaba;11;   23654;   3298; 11512;<10;7;-22.5832;-47.523
Itapevi;3522505;30;3;2020-03-30;    1;   0;   0,4206736;   3,5714286;   0;  0; 0,00000000;  0,4285714;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  237714;  23105;  8266;<10;7;-23.5488;-46.9327
Itupeva;3524006;30;3;2020-03-30;    1;   0;   1,6903599;   3,4285714;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de Campinas; 4;Campinas; 3;   59159;   6478; 20082;<10;7;-23.1526;-47.0593
Jaguariúna;3524709;30;3;2020-03-30;    1;   0;   1,8232205;   3,1428571;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Campinas; 4;Campinas; 3;   54848;   7339; 14139;<10;7;-22.7037;-46.9851
Jandira;3525003;30;3;2020-03-30;    1;   0;   0,8090419;   2,8571429;   0;  0; 0,00000000;  0,2857143;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  123603;  13416;  1745;<10;7;-23.5275;-46.9023
Jundiaí;3525904;30;3;2020-03-30;    3;   0;   0,7370718;   1,2857143;   0;  0; 0,00000000;  0,0000000;0,000000000;RA de Campinas; 4;Campinas; 3;  407016;  69839; 43121;<10;7;-23.1852;-46.8974
Louveira;3527306;30;3;2020-03-30;    1;   0;   2,0717660;   1,2857143;   0;  0; 0,00000000;  0,0000000;0,000000000;RA de Campinas; 4;Campinas; 3;   48268;   4812;  5513;<10;7;-23.0856;-46.9484
Mairiporã;3528502;30;3;2020-03-30;    2;   0;   2,0279451;   1,4285714;   0;  0; 0,00000000;  0,0000000;0,000000000;RM de São Paulo;10;Grande São Paulo;10;   98622;  13203;  3207;<10;7;-23.3171;-46.5897
Mauá;3529401;30;3;2020-03-30;    2;   0;   0,4346579;   1,5714286;   0;  0; 0,00000000;  0,0000000;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  460132;  57797;  6191;<10;7;-23.6677;-46.4613
Mogi das Cruzes;3530607;30;3;2020-03-30;    9;   0;   2,0789781;   2,7142857;   0;  0; 0,00000000;  0,0000000;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  432905;  60748; 71254;<10;7;-23.5208;-46.1854
Osasco;3534401;30;3;2020-03-30;   14;   2;   2,0559090;   4,5714286;   1;  1; 0,14685064;  0,1428571;0,071428571;RM de São Paulo;10;Grande São Paulo;10;  680964;  93147;  6495;<25;6;-23.5324;-46.7916
Paulínia;3536505;30;3;2020-03-30;    1;   0;   0,9520455;   4,5714286;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de Campinas; 4;Campinas; 3;  105037;  12690; 13878;<10;7;-22.7542;-47.1488
Penápolis;3537305;30;3;2020-03-30;    1;   0;   1,6454405;   4,2857143;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de Araçatuba; 1;Araçatuba; 7;   60774;  11490; 71132;<10;7;-21.4148;-50.0769
Piracicaba;3538709;30;3;2020-03-30;    3;   2;   0,7694813;   4,5714286;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de Campinas; 4;Piracicaba;11;  389873;  64835;137807;<10;7;-22.7338;-47.6476
Poá;3539806;30;3;2020-03-30;    1;   0;   0,8655161;   4,4285714;   0;  0; 0,00000000;  0,1428571;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  115538;  15261;  1726;<10;7;-23.5333;-46.3473
Porto Feliz;3540606;30;3;2020-03-30;    1;   0;   1,9343482;   4,2857143;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de Sorocaba;13;Sorocaba; 6;   51697;   8064; 55671;<10;7;-23.2093;-47.5251
Ribeirão Pires;3543303;30;3;2020-03-30;    1;   0;   0,8405622;   3,1428571;   0;  0; 0,00000000;  0,1428571;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  118968;  19424;  9908;<10;7;-23.7067;-46.4058
Ribeirão Preto;3543402;30;3;2020-03-30;    5;   2;   0,7312326;   1,8571429;   1;  0; 0,14624651;  0,1428571;0,200000000;RA de Ribeirão Preto;11;Ribeirão Preto; 1;  683777; 110330; 65092;<10;7;-21.1699;-47.8099
Rio Claro;3543907;30;3;2020-03-30;    1;   0;   0,4969883;   1,8571429;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de Campinas; 4;Piracicaba;11;  201212;  33922; 49842;<10;7;-22.3984;-47.5546
Santana de Parnaíba;3547304;30;3;2020-03-30;    7;   0;   5,0676165;   2,7142857;   0;  0; 0,00000000;  0,1428571;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  138132;  16604; 17995;<10;7;-23.4439;-46.9178
Santo André;3547809;30;3;2020-03-30;   40;   0;   5,7647935;   8,0000000;   0;  0; 0,00000000;  0,1428571;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  693867; 123293; 17578;<50;5;-23.6737;-46.5432
Santos;3548500;30;3;2020-03-30;    1;   0;   0,2332617;   8,0000000;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de Santos;12;Baixada Santista;13;  428703;  95433; 28103;<10;7;-23.9535;-46.335
São Bernardo do Campo;3548708;30;3;2020-03-30;   33;   0;   4,0636090;  12,5714286;   1;  0; 0,12313967;  0,2857143;0,030303030;RM de São Paulo;10;Grande São Paulo;10;  812086; 122274; 40953;<50;5;-23.6914;-46.5646
São Caetano do Sul;3548807;30;3;2020-03-30;   27;   1;  17,8519478;  16,2857143;   0;  0; 0,00000000;  0,2857143;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  151244;  34932;  1533;<50;5;-23.6229;-46.5548
São José do Rio Preto;3549805;30;3;2020-03-30;    3;   2;   0,6697565;  16,0000000;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;  447924;  79391; 43194;<10;7;-20.8113;-49.3758
São José dos Campos;3549904;30;3;2020-03-30;    5;   1;   0,7035773;  16,5714286;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de São José dos Campos;15;Taubaté;17;  710654; 103840;109941;<10;7;-23.1896;-45.8841
São Paulo;3550308;30;3;2020-03-30; 1233;  50;  10,3878291; 191,7142857; 103; 14; 0,86775864; 14,8571429;0,083536091;RM de São Paulo;10;Grande São Paulo;10;11869660;1853286;152111;>150;1;-23.5329;-46.6395
São Pedro;3550407;30;3;2020-03-30;    1;   0;   2,9232928; 186,1428571;   0;  0; 0,00000000; 14,8571429;0,000000000;RA de Campinas; 4;Piracicaba;11;   34208;   6296; 61128;<10;7;-22.5483;-47.9096
São Sebastião;3550704;30;3;2020-03-30;    2;   0;   2,2952889; 186,2857143;   0;  0; 0,00000000; 14,8571429;0,000000000;RA de São José dos Campos;15;Taubaté;17;   87135;  10052;  4024;<10;7;-23.7951;-45.4143
Sorocaba;3552205;30;3;2020-03-30;    3;   0;   0,4555484; 182,0000000;   1;  0; 0,15184945; 14,8571429;0,333333333;RA de Sorocaba;13;Sorocaba; 6;  658547;  96498; 45038;<10;7;-23.4969;-47.4451
Suzano;3552502;30;3;2020-03-30;    1;   0;   0,3436402; 178,2857143;   0;  0; 0,00000000; 14,8571429;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  291002;  37156; 20624;<10;7;-23.5448;-46.3112
Taboão da Serra;3552809;30;3;2020-03-30;    3;   0;   1,0568181; 178,2857143;   1;  0; 0,35227269; 15,0000000;0,333333333;RM de São Paulo;10;Grande São Paulo;10;  283871;  32713;  2039;<10;7;-23.6019;-46.7526
Tatuí;3554003;30;3;2020-03-30;    1;   0;   0,8324800; 177,7142857;   0;  0; 0,00000000; 15,0000000;0,000000000;RA de Sorocaba;13;Sorocaba; 6;  120123;  17470; 52375;<10;7;-23.3487;-47.8461
Taubaté;3554102;30;3;2020-03-30;    1;   0;   0,3253503;   1,7142857;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de São José dos Campos;15;Taubaté;17;  307361;  47104;   625;<10;7;-23.0104;-45.5593
Valinhos;3556206;30;3;2020-03-30;    1;   0;   0,8016546;   1,7142857;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Campinas; 4;Campinas; 3;  124742;  20141; 14854;<10;7;-22.9698;-46.9974
Vargem Grande Paulista;3556453;30;3;2020-03-30;    2;   0;   3,7906069;   1,7142857;   1;  0; 1,89530344;  0,4285714;0,500000000;RM de São Paulo;10;Grande São Paulo;10;   52762;   6337;  4249;<10;7;-23.5993;-47.022
Americana;3501608; 1;4;2020-04-01;    2;NA;   0,8566851;   7,7142857;   0;NA; 0,00000000;  0,2857143;0,000000000;RA de Campinas; 4;Campinas; 3;  233458;  40276; 13391;<10;7;-22.7374;-47.3331
Araçatuba;3502804; 1;4;2020-04-01;    2;NA;   1,0500396;   7,8571429;   0;NA; 0,00000000;  0,2857143;0,000000000;RA de Araçatuba; 1;Araçatuba; 7;  190469;  35257;116713;<10;7;-21.2076;-50.4401
Arujá;3503901; 1;4;2020-04-01;    2;   1;   2,2285612;   8,0000000;   0;  0; 0,00000000;  0,2857143;0,000000000;RM de São Paulo;10;Grande São Paulo;10;   89744;  10776;  9617;<10;7;-23.3965;-46.32
Barueri;3505708; 1;4;2020-04-01;   21;  15;   7,9428118;  10,7142857;   0;  0; 0,00000000;  0,1428571;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  264390;  29409;   657;<25;6;-23.5057;-46.879
